177,-183,3
5,199,5
-171,-183,0
1,201,5
179,189,2
187,175,2
0,-2,4
6,-7,4
-212,-179,0
179,-187,3
-173,176,1
4,6,4
-182,184,1
177,-189,3
5,191,5
-6,7,4
-185,-174,0
-190,-187,0
-185,-174,0
-181,182,1
-1,0,4
179,-185,3
8,-11,4
176,-203,3
-202,-174,0
-182,182,1
-176,-173,0
0,201,5
180,-179,3
184,172,2
176,188,2
182,-178,3
180,-195,3
1,11,4
1,188,5
-184,183,1
183,163,2
181,-189,3
191,173,2
-182,174,1
-188,179,1
176,174,2
-181,-178,0
178,-180,3
178,-153,3
179,171,2
-173,181,1
-184,-171,0
-180,176,1
-189,-176,0
9,0,4
182,-186,3
1,202,5
3,-3,4
-184,185,1
182,-199,3
-3,-1,4
183,191,2
178,183,2
-4,4,4
4,198,5
-179,-186,0
-185,-190,0
-190,-179,0
186,170,2
187,166,2
-4,-1,4
176,-183,3
3,-2,4
-174,183,1
-175,-179,0
182,178,2
12,203,5
182,-176,3
4,0,4
-173,-180,0
179,-193,3
-177,179,1
176,167,2
178,188,2
172,-171,3
176,-184,3
177,-171,3
3,202,5
185,167,2
0,10,4
170,193,2
-9,-2,4
180,171,2
-168,181,1
179,-173,3
0,12,4
7,-5,4
185,-184,3
174,-166,3
183,-171,3
-2,-2,4
-164,178,1
177,185,2
-176,-179,0
-183,175,1
179,198,2
-172,172,1
-5,6,4
175,-156,3
181,169,2
180,-181,3
169,179,2
180,-174,3
185,-171,3
181,171,2
-6,4,4
-7,197,5
-191,-176,0
-188,-186,0
2,199,5
182,-180,3
-162,-180,0
-3,200,5
183,-187,3
-176,179,1
8,-2,4
-2,205,5
183,175,2
1,5,4
-184,-173,0
186,-191,3
188,-186,3
-177,177,1
-5,200,5
-178,185,1
12,208,5
-186,-186,0
-6,-1,4
-9,2,4
-2,205,5
185,194,2
-8,202,5
-175,-177,0
179,-180,3
1,-9,4
7,207,5
-179,182,1
-175,-182,0
182,178,2
-6,0,4
-3,9,4
-186,182,1
-7,195,5
-7,201,5
2,215,5
187,191,2
177,189,2
1,194,5
-179,180,1
-5,199,5
185,192,2
-192,-181,0
-14,-2,4
-7,201,5
2,3,4
182,185,2
10,206,5
-5,0,4
-4,197,5
-170,-184,0
177,179,2
182,-168,3
1,-1,4
-1,195,5
-202,-180,0
5,198,5
-10,4,4
183,-172,3
2,203,5
-184,188,1
0,-6,4
0,197,5
2,201,5
176,-203,3
-172,185,1
-176,173,1
-183,181,1
183,181,2
1,193,5
-192,-188,0
184,-181,3
4,195,5
183,172,2
186,-177,3
-6,208,5
-2,204,5
-7,202,5
3,-7,4
-177,-182,0
183,183,2
-1,196,5
-179,-186,0
190,191,2
171,-169,3
174,-183,3
4,200,5
180,-198,3
-1,200,5
185,-187,3
-181,182,1
-168,-168,0
176,-178,3
182,-180,3
-187,174,1
174,-156,3
-174,179,1
-187,173,1
-203,-181,0
181,170,2
187,186,2
178,188,2
-1,-5,4
178,-185,3
-179,-183,0
181,-191,3
-182,183,1
-7,-3,4
5,192,5
-182,-177,0
-190,185,1
172,-195,3
-2,203,5
174,174,2
177,177,2
188,-176,3
1,198,5
180,-174,3
1,203,5
-4,196,5
3,-6,4
-4,199,5
185,207,2
185,-174,3
186,168,2
-178,-182,0
176,-185,3
182,-193,3
181,-188,3
181,173,2
-190,-178,0
173,188,2
-176,182,1
3,200,5
-187,177,1
-185,178,1
172,-179,3
173,184,2
176,174,2
177,180,2
-9,195,5
-4,-6,4
189,166,2
-3,4,4
181,-168,3
183,160,2
1,0,4
195,186,2
176,183,2
0,199,5
-179,-180,0
-179,176,1
177,202,2
179,189,2
-183,-181,0
-199,-178,0
177,186,2
-176,-183,0
-178,-178,0
-176,-175,0
4,1,4
-173,171,1
1,191,5
-181,181,1
-181,172,1
187,-188,3
-178,179,1
-7,197,5
-191,-179,0
-4,197,5
185,-207,3
-185,-175,0
181,173,2
182,-184,3
-188,-182,0
-1,201,5
-177,-185,0
7,204,5
-203,-173,0
181,196,2
6,-2,4
-176,-171,0
4,208,5
184,-185,3
-175,-174,0
179,168,2
0,-1,4
183,179,2
-181,182,1
-179,-175,0
-192,-180,0
177,-195,3
-202,-178,0
-181,178,1
0,194,5
-199,-187,0
-186,179,1
-186,186,1
-182,182,1
180,-181,3
-176,175,1
1,1,4
-179,178,1
-183,176,1
5,1,4
-178,180,1
172,-177,3
184,183,2
-180,178,1
-5,0,4
-187,-177,0
180,-199,3
188,178,2
-187,-178,0
4,3,4
-178,178,1
181,187,2
-1,205,5
4,204,5
184,-174,3
186,177,2
179,-193,3
-1,3,4
-7,203,5
1,197,5
182,153,2
-189,-178,0
-13,5,4
180,176,2
-2,203,5
-189,-184,0
179,173,2
-1,1,4
171,-189,3
180,-187,3
-168,-177,0
-185,184,1
176,168,2
-187,183,1
185,190,2
0,5,4
-4,11,4
-2,-3,4
-4,-7,4
-182,-189,0
179,157,2
-16,198,5
-191,-176,0
179,-196,3
-186,184,1
-3,-1,4
-184,181,1
-5,200,5
-189,-177,0
187,187,2
-181,181,1
181,180,2
0,201,5
-181,178,1
-5,200,5
-182,176,1
2,-8,4
183,-181,3
-175,177,1
174,184,2
-181,178,1
7,198,5
171,-192,3
170,187,2
176,160,2
6,-3,4
-7,192,5
6,205,5
181,-184,3
183,-182,3
-177,185,1
-172,-187,0
172,194,2
-197,-184,0
179,-183,3
175,181,2
180,166,2
182,176,2
-3,5,4
1,199,5
-182,173,1
3,3,4
186,-169,3
1,197,5
-188,-185,0
-184,-185,0
10,188,5
176,191,2
-4,201,5
-5,5,4
174,-193,3
-1,191,5
174,180,2
-173,185,1
-175,180,1
175,-168,3
179,-185,3
-185,176,1
-173,-183,0
-1,192,5
183,-166,3
179,-184,3
-178,-183,0
179,-154,3
-182,175,1
-4,9,4
-182,180,1
-6,-9,4
-179,177,1
-173,178,1
-180,181,1
173,175,2
177,184,2
-173,-184,0
-178,-182,0
174,198,2
-4,208,5
-185,179,1
-184,183,1
-180,186,1
-1,204,5
-176,177,1
180,-186,3
173,200,2
-180,180,1
-175,-178,0
173,186,2
-172,-171,0
-190,180,1
-11,194,5
177,181,2
-178,182,1
2,-8,4
-173,174,1
-176,177,1
0,196,5
-6,1,4
178,-180,3
-188,-185,0
182,-172,3
175,184,2
179,-208,3
182,-197,3
-2,201,5
-188,-182,0
179,169,2
-174,186,1
3,-1,4
-177,-183,0
-185,181,1
4,-5,4
-179,177,1
173,-180,3
-6,198,5
-2,197,5
188,182,2
-181,-179,0
177,186,2
-1,3,4
-2,197,5
5,199,5
176,-173,3
174,-192,3
-172,176,1
3,199,5
-1,3,4
-5,8,4
4,200,5
-198,-184,0
181,-167,3
-199,-186,0
-190,-177,0
174,183,2
-176,182,1
1,199,5
-186,-186,0
180,184,2
-4,195,5
-41,188,2
-185,-175,0
-181,-191,0
-175,-179,0
-2,-1,4
0,200,5
-172,-185,0
-1,203,5
-170,176,1
-2,197,5
177,179,2
5,199,5
-6,-4,4
-7,202,5
0,3,4
194,173,2
-185,-183,0
-180,-175,0
-172,-179,0
-179,176,1
181,169,2
175,-189,3
1,199,5
-1,202,5
-197,-182,0
-179,181,1
-182,-180,0
-179,-176,0
-9,-9,4
-3,205,5
-192,-181,0
-188,-178,0
177,195,2
179,-186,3
-189,-190,0
-190,-179,0
-178,-179,0
-167,-176,0
186,-190,3
-176,182,1
-165,-176,0
183,-159,3
1,-1,4
-180,172,1
180,178,2
183,188,2
-178,175,1
-184,188,1
-182,-184,0
-200,-179,0
-3,-4,4
-174,-181,0
-1,-3,4
-180,-187,0
186,-180,3
-171,-184,0
184,-183,3
178,179,2
176,175,2
188,174,2
178,-190,3
174,-210,3
182,-155,3
-178,-180,0
0,9,4
-191,-173,0
177,-175,3
-4,206,5
-165,-171,0
-180,175,1
179,-179,3
177,-189,3
183,-178,3
181,195,2
174,-168,3
-3,4,4
182,-182,3
0,-4,4
4,197,5
4,204,5
183,-171,3
-1,-2,4
175,-158,3
-184,-180,0
-186,-180,0
-184,176,1
191,179,2
172,184,2
184,-175,3
-177,-176,0
-8,197,5
177,198,2
2,-3,4
-188,186,1
185,182,2
-6,202,5
180,188,2
-194,-174,0
-189,-176,0
179,-195,3
-5,199,5
-177,-182,0
173,179,2
-177,-181,0
-8,197,5
-186,186,1
179,197,2
0,-10,4
-173,-185,0
-189,-181,0
-8,201,5
4,203,5
-3,197,5
174,202,2
175,162,2
-3,-3,4
-177,-179,0
175,-189,3
-182,182,1
-180,180,1
179,-198,3
-179,183,1
176,189,2
5,197,5
-2,6,4
-5,202,5
-4,202,5
-180,179,1
-170,-185,0
-179,-173,0
2,-5,4
0,2,4
180,-166,3
-172,-178,0
-176,-171,0
179,-165,3
179,-190,3
175,-180,3
-175,185,1
3,198,5
-190,-183,0
-183,178,1
181,-180,3
185,185,2
10,1,4
183,-173,3
5,199,5
7,205,5
185,-179,3
-169,-184,0
180,164,2
178,184,2
5,-1,4
-10,-2,4
-3,2,4
179,198,2
-1,2,4
6,193,5
-178,180,1
-5,6,4
-3,197,5
-179,183,1
-178,180,1
-186,173,1
-11,-6,4
4,-3,4
-170,-176,0
-193,-172,0
-9,192,5
187,194,2
-4,201,5
-182,191,1
179,172,2
176,-188,3
182,-168,3
-181,173,1
-180,-181,0
8,203,5
-188,175,1
-2,-5,4
176,180,2
-185,-177,0
-4,206,5
-181,184,1
179,178,2
-184,-185,0
-5,199,5
-7,205,5
-183,180,1
3,195,5
185,-188,3
176,185,2
-177,182,1
-4,2,4
-172,183,1
186,168,2
-173,-180,0
-169,-185,0
181,179,2
-168,178,1
-11,197,5
-176,180,1
5,197,5
184,-177,3
-181,176,1
1,-5,4
-10,3,4
-174,-180,0
-165,-181,0
-182,182,1
9,-4,4
-179,176,1
-3,201,5
-4,7,4
-5,197,5
-166,179,1
179,-198,3
3,206,5
-184,-174,0
-1,198,5
189,-183,3
-178,181,1
-180,180,1
-191,-186,0
-5,190,5
180,-179,3
178,195,2
5,10,4
-178,-180,0
2,194,5
-184,180,1
175,-163,3
181,-169,3
185,-182,3
-179,-186,0
-177,183,1
178,-189,3
5,1,4
181,-193,3
-181,-178,0
12,192,5
-175,182,1
-189,-173,0
-176,-172,0
-7,193,5
-162,-178,0
184,177,2
-5,193,5
-172,-176,0
0,-4,4
-182,-184,0
-1,-5,4
176,-188,3
9,206,5
-180,179,1
-181,183,1
-177,-182,0
-184,-171,0
2,203,5
180,-179,3
177,192,2
-181,182,1
-172,178,1
-1,194,5
-2,194,5
5,-3,4
7,-1,4
-1,-1,4
3,206,5
-7,195,5
-177,174,1
-1,-6,4
-8,-1,4
177,180,2
3,201,5
189,173,2
6,204,5
-184,184,1
-180,182,1
183,-204,3
-11,9,4
-190,-178,0
180,-193,3
1,-5,4
178,-180,3
183,180,2
1,-5,4
-181,-174,0
-172,179,1
178,168,2
-4,209,5
183,-189,3
181,-185,3
-9,200,5
183,-180,3
-184,185,1
-172,176,1
183,-177,3
-173,-181,0
174,175,2
-1,195,5
1,5,4
-2,205,5
0,195,5
-174,-181,0
-180,181,1
-6,-4,4
-181,-187,0
182,161,2
-193,-184,0
174,-192,3
-174,182,1
181,171,2
1,-6,4
-3,2,4
-183,177,1
3,205,5
-182,177,1
183,-170,3
184,175,2
-180,180,1
0,203,5
-178,179,1
-183,-179,0
181,168,2
182,168,2
179,-192,3
182,193,2
-2,-1,4
1,3,4
179,176,2
-187,-180,0
10,2,4
-175,181,1
-162,-176,0
177,-172,3
-175,177,1
181,-179,3
2,-10,4
181,175,2
-185,-178,0
-179,178,1
-1,206,5
178,-178,3
182,-184,3
7,-4,4
173,169,2
177,-183,3
181,180,2
169,171,2
-178,181,1
183,-191,3
181,-180,3
186,179,2
-1,-1,4
184,-168,3
182,-169,3
-3,203,5
-187,179,1
181,-173,3
-7,7,4
184,-190,3
176,173,2
-177,180,1
181,196,2
186,193,2
6,6,4
-186,180,1
179,-177,3
-3,198,5
2,198,5
-165,-176,0
-188,183,1
-181,178,1
-187,-184,0
-181,182,1
-183,185,1
-176,185,1
3,-9,4
-181,174,1
4,0,4
-165,-179,0
-2,4,4
-174,171,1
178,209,2
3,6,4
-188,172,1
-160,-175,0
-181,179,1
183,-166,3
177,-175,3
-182,-180,0
7,201,5
-175,185,1
-177,-186,0
8,199,5
174,189,2
0,6,4
178,-184,3
-185,-189,0
0,207,5
-181,174,1
4,6,4
178,-175,3
0,-3,4
175,184,2
178,-182,3
0,192,5
-187,-182,0
7,-2,4
-176,187,1
-180,174,1
-172,-178,0
185,178,2
189,187,2
-182,-180,0
-181,178,1
-182,183,1
4,192,5
-181,183,1
185,-155,3
3,200,5
-2,6,4
-1,208,5
-188,-179,0
-179,176,1
-5,200,5
5,-8,4
194,176,2
181,173,2
-2,206,5
-184,-184,0
185,-191,3
178,-161,3
-172,-180,0
-7,-4,4
-182,-176,0
-175,-182,0
-6,193,5
1,5,4
-192,177,1
180,-186,3
-176,182,1
-184,184,1
-175,-182,0
2,-1,4
10,10,4
183,-182,3
-183,177,1
-2,208,5
-1,12,4
174,182,2
187,181,2
-2,6,4
-1,186,5
188,179,2
174,167,2
4,199,5
183,191,2
-180,174,1
180,173,2
-178,180,1
-4,204,5
185,178,2
-187,-181,0
-168,-184,0
-186,175,1
-179,183,1
12,190,5
181,176,2
-185,185,1
180,-186,3
1,200,5
-2,204,5
0,207,5
182,-165,3
179,173,2
-172,-180,0
10,199,5
182,200,2
-1,196,5
181,175,2
-190,181,1
177,188,2
-183,-178,0
179,185,2
186,-171,3
6,1,4
-3,200,5
189,-181,3
6,194,5
172,-174,3
-171,-178,0
-176,-181,0
-182,185,1
-183,178,1
-184,-169,0
-190,-186,0
-169,-178,0
-179,173,1
-8,2,4
-181,-181,0
-178,171,1
-184,-189,0
-3,199,5
181,-184,3
181,176,2
-180,183,1
-9,0,4
-177,180,1
-1,3,4
-171,-181,0
9,0,4
-4,-8,4
-183,180,1
-179,-181,0
-1,199,5
-180,-181,0
-174,-181,0
179,-176,3
5,197,5
-1,200,5
-180,-180,0
3,-5,4
-181,-178,0
0,3,4
-189,-188,0
180,175,2
185,-195,3
1,218,5
-5,-3,4
-6,4,4
180,183,2
-1,199,5
183,-188,3
14,5,4
-176,183,1
-5,197,5
-172,188,1
173,210,2
-2,198,5
177,196,2
8,198,5
2,-8,4
-184,182,1
-3,5,4
174,182,2
179,-183,3
-192,-184,0
-179,179,1
3,201,5
-181,180,1
-168,-179,0
0,204,5
1,-1,4
-185,180,1
9,2,4
176,-188,3
182,186,2
-170,-179,0
6,204,5
-185,-179,0
179,190,2
181,-178,3
-4,5,4
2,-3,4
-168,-177,0
-6,197,5
4,195,5
2,207,5
5,198,5
-164,-184,0
1,5,4
7,5,4
-187,184,1
-185,-179,0
181,-186,3
-178,180,1
-192,178,1
-184,175,1
4,201,5
-2,201,5
-171,-180,0
-191,-178,0
4,4,4
-2,197,5
-167,-187,0
-184,183,1
-194,-172,0
-183,177,1
184,182,2
-5,202,5
176,168,2
172,193,2
175,211,2
6,203,5
181,-169,3
-8,7,4
-180,-180,0
-186,-173,0
174,182,2
178,-170,3
176,199,2
182,173,2
-181,178,1
6,-2,4
189,183,2
-181,-181,0
177,188,2
5,210,5
-5,200,5
-180,181,1
2,3,4
187,-174,3
178,182,2
5,-4,4
-172,175,1
-185,184,1
5,-2,4
182,-189,3
175,170,2
-3,6,4
-2,206,5
-186,178,1
-182,174,1
-8,5,4
-179,180,1
-182,176,1
180,169,2
-177,180,1
177,187,2
7,206,5
185,184,2
-196,-177,0
-183,-183,0
184,169,2
-187,174,1
-158,-180,0
181,171,2
175,196,2
4,1,4
187,186,2
13,199,5
-180,176,1
185,-181,3
180,-189,3
-7,2,4
-6,-4,4
172,-182,3
-181,180,1
-198,-176,0
5,193,5
7,6,4
-4,201,5
5,206,5
-8,200,5
-180,-179,0
-179,181,1
182,-173,3
-170,185,1
2,0,4
169,177,2
180,-189,3
-181,-180,0
3,-2,4
1,198,5
2,203,5
-185,-172,0
2,-1,4
181,178,2
-2,-9,4
179,-190,3
-1,-4,4
-178,188,1
-7,-2,4
-186,182,1
187,-184,3
180,-169,3
179,-197,3
-182,182,1
9,197,5
-7,1,4
10,200,5
4,16,4
-176,-176,0
179,-177,3
180,187,2
3,0,4
-173,185,1
182,174,2
186,-176,3
-182,-182,0
184,-180,3
-180,-179,0
179,-206,3
-7,206,5
-7,201,5
185,184,2
-197,-177,0
182,-183,3
186,-202,3
-178,-180,0
185,173,2
180,170,2
-181,182,1
183,-182,3
188,177,2
176,-164,3
182,169,2
-184,182,1
-175,-198,0
-171,-183,0
188,184,2
8,2,4
176,-181,3
-186,-178,0
-3,-8,4
3,198,5
-184,-187,0
-184,-177,0
-170,181,1
176,-200,3
-171,186,1
-170,-179,0
181,-184,3
187,180,2
-177,181,1
175,-200,3
179,183,2
-181,-177,0
-5,5,4
3,200,5
-5,201,5
182,195,2
-195,-177,0
187,184,2
177,181,2
3,194,5
-5,0,4
-185,181,1
-188,-178,0
178,-180,3
180,-174,3
185,209,2
185,185,2
-174,182,1
-182,179,1
3,205,5
-175,174,1
4,203,5
-185,178,1
-4,206,5
175,179,2
-3,-4,4
9,204,5
5,-1,4
9,206,5
184,-180,3
185,188,2
1,10,4
3,201,5
-185,174,1
-168,180,1
180,188,2
175,-191,3
185,-168,3
1,7,4
182,-182,3
181,-174,3
-7,202,5
0,200,5
0,203,5
-2,-2,4
-2,-1,4
174,-167,3
-184,180,1
-192,180,1
-3,200,5
183,-174,3
-172,-192,0
182,180,2
-180,174,1
-169,185,1
-173,-186,0
-198,-178,0
-3,3,4
-183,-182,0
181,161,2
-7,-4,4
177,193,2
-191,-186,0
3,192,5
-171,-176,0
6,-9,4
180,176,2
-5,1,4
166,170,2
182,-193,3
-176,-186,0
186,-175,3
-187,-180,0
-171,-182,0
-7,-7,4
1,194,5
-179,-187,0
-185,182,1
186,-175,3
-181,180,1
-189,-176,0
180,185,2
-161,-184,0
-9,202,5
3,200,5
7,204,5
1,192,5
-184,-184,0
-182,187,1
170,165,2
176,-176,3
1,196,5
177,-175,3
184,180,2
-178,186,1
-175,-182,0
186,-168,3
-1,7,4
-183,178,1
5,200,5
-182,173,1
182,185,2
176,191,2
180,196,2
191,187,2
-186,-181,0
-184,178,1
-175,-188,0
-182,-179,0
182,176,2
6,-2,4
-3,197,5
-188,175,1
-180,187,1
-7,192,5
-181,182,1
-2,205,5
-3,193,5
184,-182,3
-177,186,1
177,173,2
178,157,2
182,-158,3
-184,178,1
1,195,5
180,185,2
-186,-185,0
-4,192,5
-182,180,1
178,190,2
186,-179,3
177,178,2
187,196,2
-157,-176,0
-192,-172,0
-4,-2,4
-1,-3,4
175,-163,3
-3,-1,4
-3,205,5
1,205,5
176,190,2
10,194,5
-185,183,1
173,166,2
-185,-185,0
179,-176,3
183,-190,3
-180,-184,0
-187,-176,0
177,178,2
1,1,4
-173,179,1
-180,175,1
-181,-183,0
-12,5,4
1,199,5
185,177,2
-2,2,4
179,-179,3
7,-1,4
183,188,2
180,-191,3
-165,-193,0
184,172,2
174,-171,3
-177,116,1
-2,-1,4
184,-184,3
-179,179,1
177,-169,3
-189,-178,0
-183,173,1
-178,-176,0
1,5,4
3,198,5
-1,3,4
-3,-6,4
-6,198,5
-178,178,1
3,0,4
7,194,5
-175,-169,0
-169,-184,0
-1,195,5
-181,187,1
-176,183,1
-179,-181,0
-176,170,1
-185,-183,0
177,168,2
178,188,2
2,198,5
178,-186,3
-177,181,1
182,169,2
-172,-178,0
-184,176,1
-182,-183,0
182,-168,3
175,-186,3
-196,-186,0
2,205,5
186,-177,3
-166,-180,0
177,181,2
179,167,2
183,137,3
177,-166,3
-6,3,4
179,186,2
181,-191,3
-16,191,5
-8,208,5
177,179,2
-182,179,1
179,-173,3
191,162,2
-169,182,1
-188,-183,0
179,-182,3
-171,184,1
4,-7,4
-177,183,1
-2,199,5
9,-2,4
-177,179,1
-171,179,1
-10,-1,4
173,-184,3
-180,186,1
185,185,2
2,200,5
-190,178,1
9,200,5
-176,176,1
4,-1,4
-189,-181,0
2,199,5
-177,181,1
187,175,2
-175,178,1
-177,181,1
181,177,2
-169,-179,0
-11,189,5
1,-6,4
0,201,5
180,184,2
0,0,4
4,-1,4
1,1,4
-177,183,1
177,181,2
185,184,2
-1,-12,4
-183,-182,0
1,197,5
-177,187,1
0,200,5
177,182,2
10,4,4
182,181,2
-179,-172,0
174,187,2
-2,-1,4
-2,9,4
186,183,2
-8,3,4
-190,170,1
181,-162,3
6,-1,4
-190,-180,0
-184,184,1
-3,0,4
-172,-182,0
185,183,2
-1,198,5
6,-4,4
174,180,2
180,172,2
186,164,2
-3,192,5
-183,174,1
-169,-181,0
-199,-177,0
177,171,2
-4,204,5
185,-171,3
-180,183,1
-160,-183,0
-184,-187,0
177,177,2
180,-190,3
173,188,2
-180,185,1
-3,200,5
176,-164,3
177,183,2
2,4,4
180,-195,3
182,182,2
-178,182,1
-175,174,1
179,-172,3
-3,-4,4
-189,182,1
-184,-186,0
-179,180,1
0,1,4
-178,182,1
-183,-185,0
-172,-182,0
180,-185,3
-184,177,1
186,-190,3
179,176,2
-184,-181,0
-1,209,5
-171,-178,0
-170,-183,0
186,178,2
-178,188,1
-181,183,1
-8,201,5
-179,177,1
183,-178,3
181,-159,3
188,186,2
-7,5,4
-188,181,1
175,-179,3
-169,-175,0
-179,180,1
-191,-184,0
179,164,2
-172,-182,0
184,179,2
1,-3,4
-189,-176,0
-6,-2,4
-1,-1,4
-173,-183,0
170,175,2
-3,197,5
-182,-172,0
-175,179,1
1,198,5
3,194,5
180,-170,3
-179,179,1
-174,173,1
-5,193,5
6,-2,4
-189,186,1
6,-5,4
4,196,5
-196,-179,0
-1,3,4
187,-179,3
183,190,2
174,-188,3
182,-183,3
-168,-177,0
-183,184,1
7,206,5
176,-176,3
-2,-6,4
0,5,4
-197,-179,0
-184,185,1
0,0,4
1,201,5
1,203,5
-2,206,5
-4,-5,4
2,2,4
-2,0,4
179,184,2
-182,-173,0
182,-198,3
-185,-177,0
-1,203,5
-176,185,1
9,202,5
1,203,5
-6,2,4
-183,-182,0
-179,180,1
-185,183,1
-175,-183,0
-189,181,1
-3,-2,4
180,-175,3
0,0,4
-177,179,1
180,-186,3
188,186,2
-181,178,1
0,-1,4
182,199,2
179,-172,3
181,-180,3
189,191,2
177,-172,3
-183,-176,0
1,204,5
177,-187,3
186,-170,3
-167,-180,0
183,201,2
0,-4,4
179,-180,3
9,-5,4
-187,-172,0
-1,-1,4
-7,12,4
-182,180,1
182,-178,3
1,203,5
177,-192,3
-181,178,1
176,-180,3
0,-3,4
-172,189,1
-5,199,5
6,208,5
5,189,5
-178,-176,0
3,198,5
170,177,2
0,-3,4
173,191,2
183,191,2
-181,179,1
183,168,2
177,-178,3
181,162,2
-178,171,1
182,201,2
-1,9,4
-191,179,1
182,207,2
170,-166,3
-184,-185,0
-192,-190,0
-194,-174,0
179,-187,3
-3,202,5
177,198,2
-172,181,1
182,175,2
5,204,5
180,180,2
3,199,5
183,-183,3
179,-185,3
-1,215,5
-181,-188,0
-176,-185,0
4,0,4
-179,183,1
-182,-180,0
5,12,4
179,-176,3
178,179,2
1,-1,4
-9,11,4
3,192,5
-158,-178,0
179,189,2
192,189,2
-191,180,1
177,176,2
-173,182,1
4,195,5
1,0,4
-176,178,1
-181,184,1
-5,189,5
3,2,4
0,2,4
-8,204,5
177,171,2
0,204,5
-184,-184,0
-188,187,1
-1,1,4
-177,-176,0
186,199,2
-184,178,1
12,199,5
3,199,5
2,203,5
184,-209,3
5,-10,4
0,204,5
-181,-177,0
-178,179,1
-171,-177,0
-182,178,1
-5,195,5
4,188,5
-181,-183,0
-5,1,4
-171,175,1
6,0,4
4,-7,4
5,-1,4
183,-185,3
185,203,2
-170,-184,0
8,201,5
-174,179,1
179,176,2
176,-173,3
-177,-182,0
186,167,2
182,183,2
-178,181,1
187,177,2
172,169,2
180,182,2
-189,-175,0
-179,179,1
177,181,2
-184,-185,0
10,5,4
-8,194,5
12,203,5
2,206,5
177,204,2
176,-175,3
-191,-178,0
181,187,2
-191,-186,0
-185,182,1
-166,-180,0
180,184,2
176,-181,3
180,202,2
184,182,2
-184,174,1
-14,206,5
-184,-173,0
173,-182,3
0,-2,4
-177,179,1
-6,2,4
-201,-171,0
-2,-6,4
179,-193,3
1,-2,4
-179,184,1
-175,187,1
-4,-6,4
-184,-180,0
171,186,2
-4,198,5
175,184,2
181,-181,3
5,194,5
-182,180,1
8,3,4
174,193,2
5,201,5
3,207,5
-3,6,4
-182,180,1
186,176,2
179,174,2
172,-182,3
1,9,4
173,175,2
-5,4,4
0,-2,4
-180,184,1
-174,176,1
183,-170,3
-181,176,1
-175,-178,0
0,-3,4
171,-187,3
-6,-5,4
181,200,2
181,-182,3
5,13,4
-198,-176,0
2,199,5
-1,0,4
5,0,4
-2,-5,4
-178,172,1
-6,205,5
2,201,5
-2,200,5
-178,-175,0
31,-178,3
183,-175,3
173,194,2
-174,-185,0
179,168,2
172,181,2
-3,208,5
-173,180,1
-182,180,1
-169,-191,0
175,-177,3
-174,183,1
0,0,4
174,178,2
7,201,5
181,163,2
-6,11,4
-175,-193,0
-185,179,1
-172,-182,0
-2,193,5
8,0,4
6,198,5
1,199,5
-181,-181,0
176,177,2
4,195,5
-177,181,1
-9,-6,4
180,-189,3
